City,CU_Code,TU_Code,Type,Line,Station,Station_Eng,Effective_Date,Upload_Date,Expiry_Date,data_up_user,link,Status
2000,110920,,地铁,9号线,松江体育中心,,2012/12/30,,,tracker,,Done
2000,110921,,地铁,9号线,松江新城,,2007/12/29,,,tracker,,Done
2000,110922,,地铁,9号线,松江大学城,,2007/12/29,,,tracker,,Done
2000,110923,,地铁,9号线,洞泾,,2007/12/29,,,tracker,,Done
2000,110924,,地铁,9号线,佘山,,2007/12/29,,,tracker,,Done
2000,110925,,地铁,9号线,泗泾,,2007/12/29,,,tracker,,Done
2000,110926,,地铁,9号线,九亭,,2007/12/29,,,tracker,,Done
2000,110927,,地铁,9号线,中春路,,2007/12/29,,,tracker,,Done
2000,110928,,地铁,9号线,七宝,,2007/12/29,,,tracker,,Done
2000,110929,,地铁,9号线,星中路,,2007/12/29,,,tracker,,Done
2000,110930,,地铁,9号线,合川路,,2007/12/29,,,tracker,,Done
2000,110931,,地铁,9号线,漕河泾开发区,,2007/12/29,,,tracker,,Done
2000,110932,,地铁,9号线,桂林路,,2007/12/29,,,tracker,,Done
2000,110933,,地铁,9号线,宜山路,,2008/12/28,,,tracker,,Done
2000,110934,,地铁,9号线,徐家汇,,2009/12/31,,,tracker,,Done
2000,110935,,地铁,9号线,肇嘉浜路,,2009/12/31,,,tracker,,Done
2000,110936,,地铁,9号线,嘉善路,,2009/12/31,,,tracker,,Done
2000,110937,,地铁,9号线,打浦桥,,2009/12/31,,,tracker,,Done
2000,110938,,地铁,9号线,马当路,,2009/12/31,,,tracker,,Done
2000,110939,,地铁,9号线,陆家浜路,,2009/12/31,,,tracker,,Done
2000,110940,,地铁,9号线,小南门,,2009/12/31,,,tracker,,Done
2000,110941,,地铁,9号线,商城路,,2009/12/31,,,tracker,,Done
2000,110942,,地铁,9号线,世纪大道,,2009/12/31,,,tracker,,Done
2000,110943,,地铁,9号线,杨高中路,,2010/4/7,,,tracker,,Done
2000,110944,,地铁,9号线,芳甸路,,2017/12/30,,,tracker,,Done
2000,110945,,地铁,9号线,蓝天路,,2017/12/30,,,tracker,,Done
2000,110946,,地铁,9号线,台儿庄路,,2017/12/30,,,tracker,,Done
2000,110947,,地铁,9号线,金桥,,2017/12/30,,,tracker,,Done
2000,110948,,地铁,9号线,金吉路,,2017/12/30,,,tracker,,Done
2000,110949,,地铁,9号线,金海路,,2017/12/30,,,tracker,,Done
2000,110950,,地铁,9号线,顾唐路,,2017/12/30,,,tracker,,Done
2000,110951,,地铁,9号线,民雷路,,2017/12/30,,,tracker,,Done
2000,110952,,地铁,9号线,曹路,,2017/12/30,,,tracker,,Done
2000,111,,地铁,,,,,,,tracker,,Done
2000,1110,,地铁,10号线,,,2010/4/10,,,tracker,,Done
2000,111018,,地铁,10号线,航中路,,2010/4/10,,,tracker,,Done
2000,111019,,地铁,10号线,紫藤路,,2010/4/10,,,tracker,,Done
2000,111020,,地铁,10号线,龙柏新村,,2010/4/10,,,tracker,,Done
2000,111041,,地铁,10号线,虹桥火车站,,2010/11/28,,,tracker,,Done
2000,111042,,地铁,10号线,虹桥2号航站楼,,2010/11/28,,,tracker,,Done
2000,111043,,地铁,10号线,虹桥1号航站楼,,2010/11/28,,,tracker,,Done
2000,111044,,地铁,10号线,上海动物园,,2010/11/28,,,tracker,,Done
2000,111045,,地铁,10号线,龙溪路,,2010/4/10,,,tracker,,Done
2000,111046,,地铁,10号线,水城路,,2010/4/10,,,tracker,,Done
2000,111047,,地铁,10号线,伊犁路,,2010/4/10,,,tracker,,Done
2000,111048,,地铁,10号线,宋园路,,2010/4/10,,,tracker,,Done
2000,111049,,地铁,10号线,虹桥路,,2010/4/10,,,tracker,,Done
2000,111050,,地铁,10号线,交通大学,,2010/4/10,,,tracker,,Done
2000,111051,,地铁,10号线,上海图书馆,,2010/4/10,,,tracker,,Done
2000,111052,,地铁,10号线,陕西南路,,2010/4/10,,,tracker,,Done
2000,111053,,地铁,10号线,新天地,,2010/4/10,,,tracker,,Done
2000,111054,,地铁,10号线,老西门,,2010/4/10,,,tracker,,Done
2000,111055,,地铁,10号线,豫园,,2010/4/10,,,tracker,,Done
2000,111056,,地铁,10号线,南京东路,,2010/4/10,,,tracker,,Done
2000,111057,,地铁,10号线,天潼路,,2010/4/10,,,tracker,,Done
2000,111058,,地铁,10号线,四川北路,,2010/4/10,,,tracker,,Done
2000,111059,,地铁,10号线,海伦路,,2010/4/10,,,tracker,,Done
2000,111060,,地铁,10号线,邮电新村,,2010/4/10,,,tracker,,Done
2000,111061,,地铁,10号线,四平路,,2010/4/10,,,tracker,,Done
2000,111062,,地铁,10号线,同济大学,,2010/4/10,,,tracker,,Done
2000,111063,,地铁,10号线,国权路,,2010/4/10,,,tracker,,Done
2000,111064,,地铁,10号线,五角场,,2010/4/10,,,tracker,,Done
2000,111065,,地铁,10号线,江湾体育场,,2010/4/10,,,tracker,,Done
2000,111066,,地铁,10号线,三门路,,2010/4/10,,,tracker,,Done
2000,111067,,地铁,10号线,殷高东路,,2010/4/10,,,tracker,,Done
2000,111068,,地铁,10号线,新江湾城,,2010/4/10,,,tracker,,Done
2000,111069,,地铁,10号线,国帆路,,2020/12/26,,,tracker,,Done
2000,111070,,地铁,10号线,双江路,,2020/12/26,,,tracker,,Done
2000,111071,,地铁,10号线,高桥西,,2020/12/26,,,tracker,,Done
2000,111072,,地铁,10号线,高桥,,2020/12/26,,,tracker,,Done
2000,111073,,地铁,10号线,港城路,,2020/12/26,,,tracker,,Done
2000,111074,,地铁,10号线,基隆路,,2020/12/26,,,tracker,,Done
2000,1111,,地铁,11号线,,,2009/12/31,,,tracker,,Done
2000,111114,,地铁,11号线,花桥,,2013/10/16,,,tracker,,Done
2000,111115,,地铁,11号线,光明路,,2013/10/16,,,tracker,,Done
2000,111116,,地铁,11号线,兆丰路,,2013/10/16,,,tracker,,Done
2000,111117,,地铁,11号线,安亭,,2010/3/29,,,tracker,,Done
2000,111118,,地铁,11号线,上海汽车城,,2010/3/29,,,tracker,,Done
2000,111119,,地铁,11号线,昌吉东路,,2011/4/26,,,tracker,,Done
2000,111120,,地铁,11号线,上海赛车场,,2010/3/29,,,tracker,,Done
2000,111131,,地铁,11号线,嘉定北,,2009/12/31,,,tracker,,Done
2000,111132,,地铁,11号线,嘉定西,,2009/12/31,,,tracker,,Done
2000,111133,,地铁,11号线,白银路,,2009/12/31,,,tracker,,Done
2000,111134,,地铁,11号线,嘉定新城,,2009/12/31,,,tracker,,Done
2000,111135,,地铁,11号线,马陆,,2009/12/31,,,tracker,,Done
2000,111136,,地铁,11号线,陈翔公路,,2020/8/25,,,tracker,,Done
2000,111137,,地铁,11号线,南翔,,2009/12/31,,,tracker,,Done
2000,111138,,地铁,11号线,桃浦新村,,2009/12/31,,,tracker,,Done
2000,111139,,地铁,11号线,武威路,,2009/12/31,,,tracker,,Done
2000,111140,,地铁,11号线,祁连山路,,2009/12/31,,,tracker,,Done
2000,111141,,地铁,11号线,李子园,,2009/12/31,,,tracker,,Done
2000,111142,,地铁,11号线,上海西站,,2009/12/31,,,tracker,,Done
2000,111143,,地铁,11号线,真如,,2009/12/31,,,tracker,,Done
2000,111144,,地铁,11号线,枫桥路,,2009/12/31,,,tracker,,Done
2000,111145,,地铁,11号线,曹杨路,,2009/12/31,,,tracker,,Done
2000,111146,,地铁,11号线,隆德路,,2009/12/31,,,tracker,,Done
2000,111147,,地铁,11号线,江苏路,,2009/12/31,,,tracker,,Done
2000,111148,,地铁,11号线,交通大学,,2013/8/31,,,tracker,,Done
2000,111149,,地铁,11号线,徐家汇,,2013/8/31,,,tracker,,Done
2000,111150,,地铁,11号线,上海游泳馆,,2013/8/31,,,tracker,,Done
2000,111151,,地铁,11号线,龙华,,2013/8/31,,,tracker,,Done
2000,111152,,地铁,11号线,云锦路,,2013/8/31,,,tracker,,Done
2000,111153,,地铁,11号线,龙耀路,,2013/8/31,,,tracker,,Done
2000,111154,,地铁,11号线,东方体育中心,,2013/8/31,,,tracker,,Done
2000,111155,,地铁,11号线,三林,,2013/8/31,,,tracker,,Done
2000,111156,,地铁,11号线,三林东,,2013/8/31,,,tracker,,Done
2000,111157,,地铁,11号线,浦三路,,2013/8/31,,,tracker,,Done
2000,111158,,地铁,11号线,康安路,Yanyu Road,2013/8/31,,2024/9/28,tracker,,Done
2000,111158,,地铁,11号线,康恒路,Kangheng Road,2024/9/28,,,admin,,Done
2000,111159,,地铁,11号线,御桥,,2013/8/31,,,tracker,,Done
2000,111160,,地铁,11号线,罗山路,,2013/8/31,,,tracker,,Done
2000,111161,,地铁,11号线,秀沿路,,2015/12/19,,,tracker,,Done
2000,111162,,地铁,11号线,康新公路,,2015/12/19,,,tracker,,Done
2000,111163,,地铁,11号线,迪士尼,,2016/4/26,,,tracker,,Done
2000,1112,,地铁,12号线,,,2013/12/29,,,tracker,,Done
2000,111220,,地铁,12号线,七莘路,,2015/12/19,,,tracker,,Done
2000,111221,,地铁,12号线,虹莘路,,2015/12/19,,,tracker,,Done
2000,111222,,地铁,12号线,顾戴路,,2015/12/19,,,tracker,,Done
2000,111223,,地铁,12号线,东兰路,,2015/12/19,,,tracker,,Done
2000,111224,,地铁,12号线,虹梅路,,2015/12/19,,,tracker,,Done
2000,111225,,地铁,12号线,虹漕路,,2015/12/19,,,tracker,,Done
2000,111226,,地铁,12号线,桂林公园,,2015/12/19,,,tracker,,Done
2000,111227,,地铁,12号线,漕宝路,,2015/12/19,,,tracker,,Done
2000,111228,,地铁,12号线,龙漕路,,2015/12/19,,,tracker,,Done
2000,111229,,地铁,12号线,龙华,,2015/12/19,,,tracker,,Done
2000,111230,,地铁,12号线,龙华中路,,2015/12/19,,,tracker,,Done
2000,111231,,地铁,12号线,大木桥路,,2015/12/19,,,tracker,,Done
2000,111232,,地铁,12号线,嘉善路,,2015/12/19,,,tracker,,Done
2000,111233,,地铁,12号线,陕西南路,,2015/12/19,,,tracker,,Done
2000,111234,,地铁,12号线,南京西路,,2015/12/19,,,tracker,,Done
2000,111235,,地铁,12号线,汉中路,,2015/12/19,,,tracker,,Done
2000,111236,,地铁,12号线,曲阜路,,2014/5/10,,,tracker,,Done
2000,111237,,地铁,12号线,天潼路,,2013/12/29,,,tracker,,Done
2000,111238,,地铁,12号线,国际客运中心,,2013/12/29,,,tracker,,Done
2000,111239,,地铁,12号线,提篮桥,,2013/12/29,,,tracker,,Done
2000,111240,,地铁,12号线,大连路,,2013/12/29,,,tracker,,Done
2000,111241,,地铁,12号线,江浦公园,,2013/12/29,,,tracker,,Done
2000,111242,,地铁,12号线,宁国路,,2013/12/29,,,tracker,,Done
2000,111243,,地铁,12号线,隆昌路,,2013/12/29,,,tracker,,Done
2000,111244,,地铁,12号线,爱国路,,2013/12/29,,,tracker,,Done
2000,111245,,地铁,12号线,复兴岛,,2013/12/29,,,tracker,,Done
2000,111246,,地铁,12号线,东陆路,,2013/12/29,,,tracker,,Done
2000,111247,,地铁,12号线,巨峰路,,2013/12/29,,,tracker,,Done
2000,111248,,地铁,12号线,杨高北路,,2013/12/29,,,tracker,,Done
2000,111249,,地铁,12号线,金京路,,2013/12/29,,,tracker,,Done
2000,111250,,地铁,12号线,申江路,,2013/12/29,,,tracker,,Done
2000,111251,,地铁,12号线,金海路,,2013/12/29,,,tracker,,Done
2000,1113,,地铁,13号线,,,2012/12/30,,,tracker,,Done
2000,111321,,地铁,13号线,金运路,,2012/12/30,,,tracker,,Done
2000,111322,,地铁,13号线,金沙江西路,,2012/12/30,,,tracker,,Done
2000,111323,,地铁,13号线,丰庄,,2012/12/30,,,tracker,,Done
2000,111324,,地铁,13号线,祁连山南路,,2013/6/15,,,tracker,,Done
2000,111325,,地铁,13号线,真北路,,2012/12/30,,,tracker,,Done
2000,111326,,地铁,13号线,大渡河路,,2014/11/1,,,tracker,,Done
2000,111327,,地铁,13号线,金沙江路,,2012/12/30,,,tracker,,Done
2000,111328,,地铁,13号线,隆德路,,2014/12/28,,,tracker,,Done
2000,111329,,地铁,13号线,武宁路,,2014/12/28,,,tracker,,Done
2000,111330,,地铁,13号线,长寿路,,2014/12/28,,,tracker,,Done
2000,111331,,地铁,13号线,江宁路,,2015/12/19,,,tracker,,Done
2000,111332,,地铁,13号线,汉中路,,2015/12/19,,,tracker,,Done
2000,111333,,地铁,13号线,自然博物馆,,2015/12/19,,,tracker,,Done
2000,111334,,地铁,13号线,南京西路,,2015/12/19,,,tracker,,Done
2000,111335,,地铁,13号线,淮海中路,,2015/12/19,,,tracker,,Done
2000,111336,,地铁,13号线,新天地,,2015/12/19,,,tracker,,Done
2000,111337,,地铁,13号线,马当路,,2015/12/19,,,tracker,,Done
2000,111338,,地铁,13号线,世博会博物馆,,2015/12/19,,,tracker,,Done
2000,111339,,地铁,13号线,世博大道,,2015/12/19,,,tracker,,Done
2000,111340,,地铁,13号线,长清路,,2018/12/30,,,tracker,,Done
2000,111341,,地铁,13号线,成山路,,2018/12/30,,,tracker,,Done
2000,111342,,地铁,13号线,东明路,,2018/12/30,,,tracker,,Done
2000,111343,,地铁,13号线,华鹏路,,2018/12/30,,,tracker,,Done
2000,111344,,地铁,13号线,下南路,,2018/12/30,,,tracker,,Done
2000,111345,,地铁,13号线,北蔡,,2018/12/30,,,tracker,,Done
2000,111346,,地铁,13号线,陈春路,,2018/12/30,,,tracker,,Done
2000,111347,,地铁,13号线,莲溪路,,2018/12/30,,,tracker,,Done
2000,111348,,地铁,13号线,华夏中路,,2018/12/30,,,tracker,,Done
2000,111349,,地铁,13号线,中科路,,2018/12/30,,,tracker,,Done
2000,111350,,地铁,13号线,学林路,,2018/12/30,,,tracker,,Done
2000,111351,,地铁,13号线,张江路,,2018/12/30,,,tracker,,Done
2000,1114,,地铁,14号线,,,2021/12/30,,,tracker,,Done
2000,111421,,地铁,14号线,封浜,,2021/12/30,,,tracker,,Done
2000,111422,,地铁,14号线,乐秀路,,2021/12/30,,,tracker,,Done
2000,111423,,地铁,14号线,临洮路,,2021/12/30,,,tracker,,Done
2000,111424,,地铁,14号线,嘉怡路,,2021/12/30,,,tracker,,Done
2000,111425,,地铁,14号线,定边路,,2021/12/30,,,tracker,,Done
2000,111426,,地铁,14号线,真新新村,,2021/12/30,,,tracker,,Done
2000,111427,,地铁,14号线,真光路,,2021/12/30,,,tracker,,Done
2000,111428,,地铁,14号线,铜川路,,2021/12/30,,,tracker,,Done
2000,111429,,地铁,14号线,真如,,2021/12/30,,,tracker,,Done
2000,111430,,地铁,14号线,中宁路,,2021/12/30,,,tracker,,Done
2000,111431,,地铁,14号线,曹杨路,,2021/12/30,,,tracker,,Done
2000,111432,,地铁,14号线,武宁路,,2021/12/30,,,tracker,,Done
2000,111433,,地铁,14号线,武定路,,2021/12/30,,,tracker,,Done
2000,111434,,地铁,14号线,静安寺,,2021/12/30,,,tracker,,Done
2000,111435,,地铁,14号线,黄陂南路,,2021/12/30,,,tracker,,Done
2000,111436,,地铁,14号线,大世界,,2021/12/30,,,tracker,,Done
2000,111437,,地铁,14号线,豫园,,2021/12/30,,,tracker,,Done
2000,111438,,地铁,14号线,陆家嘴,,2021/12/30,,,tracker,,Done
2000,111439,,地铁,14号线,浦东南路,South Pudong Road,2021/12/30,,,tracker,,Done
2000,111440,,地铁,14号线,浦东大道,,2021/12/30,,,tracker,,Done
2000,111441,,地铁,14号线,源深路,,2021/12/30,,,tracker,,Done
2000,111442,,地铁,14号线,昌邑路,,2021/12/30,,,tracker,,Done
2000,111443,,地铁,14号线,歇浦路,,2021/12/30,,,tracker,,Done
2000,111444,,地铁,14号线,龙居路,,,,,tracker,,Done
2000,111445,,地铁,14号线,云山路,,2021/12/30,,,tracker,,Done
2000,111446,,地铁,14号线,蓝天路,,2021/12/30,,,tracker,,Done
2000,111447,,地铁,14号线,黄杨路,,2021/12/30,,,tracker,,Done
2000,111448,,地铁,14号线,云顺路,,2021/12/30,,,tracker,,Done
2000,111449,,地铁,14号线,浦东足球场,,2021/12/30,,,tracker,,Done
2000,111450,,地铁,14号线,金粤路,,2021/12/30,,,tracker,,Done
2000,111451,,地铁,14号线,桂桥路,,2021/12/30,,,tracker,,Done
2000,1115,,地铁,15号线,,,2021/1/23,,,tracker,,Done
2000,111521,,地铁,15号线,紫竹高新区,,2021/1/23,,,tracker,,Done
2000,111522,,地铁,15号线,永德路,,2021/1/23,,,tracker,,Done
2000,111523,,地铁,15号线,元江路,,2021/1/23,,,tracker,,Done
2000,111524,,地铁,15号线,双柏路,,2021/1/23,,,tracker,,Done
2000,111525,,地铁,15号线,曙建路,,2021/1/23,,,tracker,,Done
2000,111526,,地铁,15号线,景西路,,2021/1/23,,,tracker,,Done
2000,111527,,地铁,15号线,虹梅南路,,2021/1/23,,,tracker,,Done
2000,111528,,地铁,15号线,华泾西,West Huajing,2021/1/23,,2024/9/21,tracker,,Done
2000,111528,,地铁,15号线,景洪路,Jinghong Road,2024/9/21,,,admin,,Done
2000,111529,,地铁,15号线,朱梅路,,2021/1/23,,,tracker,,Done
2000,111530,,地铁,15号线,罗秀路,,2021/1/23,,,tracker,,Done
2000,111531,,地铁,15号线,华东理工大学,,2021/1/23,,,tracker,,Done
2000,111532,,地铁,15号线,上海南站,,2021/1/23,,,tracker,,Done
2000,111533,,地铁,15号线,桂林公园,,2021/1/23,,,tracker,,Done
2000,111534,,地铁,15号线,桂林路,,2021/1/23,,,tracker,,Done
2000,111535,,地铁,15号线,吴中路,,2021/1/23,,,tracker,,Done
2000,111536,,地铁,15号线,姚虹路,,2021/1/23,,,tracker,,Done
2000,111537,,地铁,15号线,红宝石路,,2021/1/23,,,tracker,,Done
2000,111538,,地铁,15号线,娄山关路,,2021/1/23,,,tracker,,Done
2000,111539,,地铁,15号线,长风公园,,2021/1/23,,,tracker,,Done
2000,111540,,地铁,15号线,大渡河路,,2021/1/23,,,tracker,,Done
2000,111541,,地铁,15号线,梅岭北路,,2021/1/23,,,tracker,,Done
2000,111542,,地铁,15号线,铜川路,,2021/1/23,,,tracker,,Done
2000,111543,,地铁,15号线,上海西站,,2021/1/23,,,tracker,,Done
2000,111544,,地铁,15号线,武威东路,,2021/1/23,,,tracker,,Done
2000,111545,,地铁,15号线,古浪路,,2021/1/23,,,tracker,,Done
2000,111546,,地铁,15号线,祁安路,,2021/1/23,,,tracker,,Done
2000,111547,,地铁,15号线,南大路,,2021/1/23,,,tracker,,Done
2000,111548,,地铁,15号线,丰翔路,,2021/1/23,,,tracker,,Done
2000,111549,,地铁,15号线,锦秋路,,2021/1/23,,,tracker,,Done
2000,111550,,地铁,15号线,顾村公园,,2021/1/23,,,tracker,,Done
2000,1116,,地铁,16号线,,,2013/12/29,,,tracker,,Done
2000,111621,,地铁,16号线,龙阳路,,2014/12/28,,,tracker,,Done
2000,111622,,地铁,16号线,华夏中路,,2014/12/28,,,tracker,,Done
2000,111623,,地铁,16号线,罗山路,,2013/12/29,,,tracker,,Done
2000,111624,,地铁,16号线,周浦东,,2013/12/29,,,tracker,,Done
2000,111625,,地铁,16号线,鹤沙航城,,2013/12/29,,,tracker,,Done
2000,111626,,地铁,16号线,航头东,,2013/12/29,,,tracker,,Done
2000,111627,,地铁,16号线,新场,,2013/12/29,,,tracker,,Done
2000,111628,,地铁,16号线,野生动物园,,2013/12/29,,,tracker,,Done
2000,111629,,地铁,16号线,惠南,,2013/12/29,,,tracker,,Done
2000,111630,,地铁,16号线,惠南东,,2013/12/29,,,tracker,,Done
2000,111631,,地铁,16号线,书院,,2013/12/29,,,tracker,,Done
2000,111632,,地铁,16号线,临港大道,,2013/12/29,,,tracker,,Done
2000,111633,,地铁,16号线,滴水湖,,2013/12/29,,,tracker,,Done
2000,1117,,地铁,17号线,,,2017/12/30,,,tracker,,Done
2000,111721,,地铁,17号线,虹桥火车站,,2017/12/30,,,tracker,,Done
2000,111722,,地铁,17号线,诸光路,Zhuguang Road,2017/12/30,,2024/9/21,tracker,,Done
2000,111722,,地铁,17号线,国家会展中心,National Exhibition and Convention Center,2024/9/21,,,admin,,Done
2000,111723,,地铁,17号线,蟠龙路,,2017/12/30,,,tracker,,Done
2000,111724,,地铁,17号线,徐盈路,,2017/12/30,,,tracker,,Done
2000,111725,,地铁,17号线,徐泾北城,,2017/12/30,,,tracker,,Done
2000,111726,,地铁,17号线,嘉松中路,,2017/12/30,,,tracker,,Done
2000,111727,,地铁,17号线,赵巷,,2017/12/30,,,tracker,,Done
2000,111728,,地铁,17号线,汇金路,,2017/12/30,,,tracker,,Done
2000,111729,,地铁,17号线,青浦新城,,2017/12/30,,,tracker,,Done
2000,111730,,地铁,17号线,漕盈路,,2017/12/30,,,tracker,,Done
2000,111731,,地铁,17号线,淀山湖大道,,2017/12/30,,,tracker,,Done
2000,111732,,地铁,17号线,朱家角,,2017/12/30,,,tracker,,Done
2000,111733,,地铁,17号线,东方绿舟,,2017/12/30,,,tracker,,Done
2000,1118,,地铁,18号线,,,2020/12/26,,,tracker,,Done
2000,111821,,地铁,18号线,航头,,2020/12/26,,,tracker,,Done
2000,111822,,地铁,18号线,下沙,,2020/12/26,,,tracker,,Done
2000,111823,,地铁,18号线,鹤涛路,,2020/12/26,,,tracker,,Done
2000,111824,,地铁,18号线,沈梅路,,2020/12/26,,,tracker,,Done
2000,111825,,地铁,18号线,繁荣路,,2020/12/26,,,tracker,,Done
2000,111826,,地铁,18号线,周浦,,2020/12/26,,,tracker,,Done
2000,111827,,地铁,18号线,康桥,,2020/12/26,,,tracker,,Done
2000,111828,,地铁,18号线,御桥,,2020/12/26,,,tracker,,Done
2000,111829,,地铁,18号线,莲溪路,,2021/12/30,,,tracker,,Done
2000,111830,,地铁,18号线,北中路,,2021/12/30,,,tracker,,Done
2000,111831,,地铁,18号线,芳芯路,,2021/12/30,,,tracker,,Done
2000,111832,,地铁,18号线,龙阳路,,2021/12/30,,,tracker,,Done
2000,111833,,地铁,18号线,迎春路,,2021/12/30,,,tracker,,Done
2000,111834,,地铁,18号线,杨高中路,,2021/12/30,,,tracker,,Done
2000,111835,,地铁,18号线,民生路,,2021/12/30,,,tracker,,Done
2000,111836,,地铁,18号线,昌邑路,,2021/12/30,,,tracker,,Done
